Song Title,Artist,Lyrics,Emotion Label
やるせない (Yarusenai),くだらない１日,2 Contributorsやるせない (Yarusenai) Lyricsあなたが一言つぶやいた 胸詰まり息も忘れた それだけでいい、それだけで私は満足その一言一言が 今も僕の胸を絞め続け忘れられずそれが何故かも知らず 沈みゆく夕焼けそれらが世界の終わりに見えた そんな日だった  やるせない思いを刺して憂う 夜夜夜見えない光が 僕を殺す包む覆う包む覆う やるせない思いを刺して憂う 夜夜夜見えない光が 僕を殺す包む覆う包む覆う  嘘つき  嘘つき  あなたのことで苦しむそんな毎日は終わりだった そんなはずだった  やるせない思いを刺して憂う 夜夜夜見えない光が 僕を殺す包む覆う包む覆う 止むことのない６月の雨 ザスザスザスと降り注ぐ 強く叩く強く叩く強く叩くYou might also likeEmbed,Disgust
レッドアイズオルタナティブブラックドラゴン (Red Eyes Alternative Black Dragon),くだらない１日,2 Contributorsレッドアイズオルタナティブブラックドラゴン (Red Eyes Alternative Black Dragon) Lyricsお前がそう思うならそうなんだろうな、きっとお前の中では、お前の中では 口に出すだけなら誰にでもできる 敗者の階段にやり場のない叫び  想像を超える人の身勝手を 怒りに変換する前に呆れ果て 主語と声のデカいやつだけは救われて 力ない俺はどう声をあげたらいい  想像をしている、気合いや気持ちだけで解決しない、それで終わるなら俺は悩んでいない 思考を止めない今日も明日も 絶えず考えろ、怒りは糧になるYou might also likeEmbed,Disgust
帰宅部 (Go Home Club),くだらない１日,2 Contributors帰宅部 (Go Home Club) Lyrics努力も心も何もかも届かないような諦めに慣れた頃 もしかして例えば一つの思い出に触れてみよう  もう何も覚えていない 大丈夫だよ心配もいらないよ 少し寂しいだけさ もう慣れてるんだ心配はいらないよ本当  心も気持ちも何もかもわからないやつに うたれて腫れた頬 でしゃばった僕が悪いかな それでも今は誰も悪くないと思うよ  母さんごめんね実は人を傷つけたんだ 父のようになれないや 淡い風に僕は揺られているんだYou might also likeEmbed,Sadness
すてないで (Sutenaide),くだらない１日,2 Contributorsすてないで (Sutenaide) Lyrics空いた窓落ちた人向こう側に消えていく 少しだけ変わった普通の人鬱と人  誰もいない場所に消えたい 遠くなればなるほどよい 安らぎにはもう程遠い程遠い  遅い心残りもうない誰にでもできる事 誰に自分が当てはまる時無駄に尽くした結果  報われない報われない 使い古した成れ果てあれは俺 誰だってそう誰だって  求めてしまって壊れるの繰り返し 同じ場所にいるくらいなら死んだほうがまだいい、けどいくら歩いても同じ場所にまだいる、ふとした時いつも誰かに願っている 自分を正当化で不眠症手を合わせても難しい 気がつくと切れた糸動けない体 人形のように倒れてる今日も 朝が来ている、朝が来ている  生きているのか死んでいるのかわからない 生きていくのか死んでいくのかもわからない 息しているのか死んでるのかわからない  不安な事、僕は躁 変わらないよ You might also likeわからない わからない なんでなんだ？Embed,Disgust
激情部 (Hardcore Emotion Club),くだらない１日,2 Contributors激情部 (Hardcore Emotion Club) Lyrics息を吸うのもためらうような陽炎の中で僕らは目を合わせた 強靭なビル風　人吹き荒れる都会の嵐 深くかぶった帽子に身を潜めていた 視界の果てにはくすんだガラスが見つめてる  もういいかと僕は囁いた消えてしまった所で 飛び降りた瞬間心は消えてた  許してくれるかい抱きしめてくれるかい 影も形もなくなった虚像を見つめた 家に帰っても思い出してる さよならの事これからの事  歪んだ視界透明に見えた 誰も悪く無いさ歪んだ視界  ゆれる  ねえそれぞれ違う世界みたい ねえそれぞれ違う世界みたいYou might also likeEmbed,Sadness
力水 (Mineral Power),くだらない１日,2 Contributors力水 (Mineral Power) Lyricsいつかつぶやいた言葉が偶然じゃなくなって 全て自分に帰ってくると思うんだ 見付けないもの覚えてない事も全部 無くなっちゃえばいいのに  おなかがすいて涙が止まらない きっと帰ってきたんだいつかの僕が 全てといえば大げさに聞こえるよ でも絶対なんてないでしょ  Say goodbye means goodnight  すれ違い離れてく駅で風に伝えた僕は今なら君も選べるよ絶対大丈夫だよきっとYou might also likeEmbed,Sadness
アメフト部 (American Football Club),くだらない１日,2 Contributorsアメフト部 (American Football Club) Lyrics拙い言葉しか出てこない生まれない いつのまにかいなくなってしまうなんて 理由になってないじゃん ちゃんと答えてよ  衣擦れの声目を覚ます灯った灯りは それとなく揺れて消えてまたついて私をここへ置いていって クソ離れて行くクソ別れてく  どうして  せせら笑う君火を被った意味 誰かの心を１つ得てまた捨て 繰り返すうちに心は廃れて いつまでもどこまでもずっと行けた気がしたのに 俺は今までどうしてたっけ  Never meantYou might also likeEmbed,Disgust
誕誕 (TANGTANG),くだらない１日,3 Contributors誕誕 (TANGTANG) Lyrics[くだらない1日「誕誕」歌詞]  [Verse] 365日ぶりの今日を迎える 幸せになれる事を今日も考えている 自分の名前をプレートに載せて 満たされなくて虚しくなれる  [Chorus] ハッピーバースデー トゥミー吹き消して 幸せを感じなくなって何年経った 美味しいケーキと冷めた食卓 片付けの時間を減らしたい  [Instrumental Break]  [Bridge] 増えていくろうそくの数 1人の時間に恥を感じ始めて 気づかないふりをして 忘れるようになっていった  [Breakdown] 燃えるように日々を溶かして 尽きて消えてしまうように過ごしたい You might also like[Outro] ハッピーバースデーに何もできなくて 信じられない昔の僕は まだ知らない まだ知らない まだ知らないEmbed,Anticipation
泣き虫 (Blubberer),くだらない１日,3 Contributors泣き虫 (Blubberer) Lyrics[くだらない1日「泣き虫」歌詞]  [Verse 1] 爽快感に欠ける純った音が響く 口をすすいで吐き出した セミはまだ泣いている  [Verse 2] 帰りの会までまだ皿を見ている 後悔を感じてる君と僕とで物心がついてゆく 物心がついてゆく  [Chorus] 誰も僕らを見ていない ここにいてもいなくても いてもいなくても誰も気づかない 誰も気づかない 誰も気づかない 誰も気づかない  [Instrumental Break]  [Bridge] 爽快感に欠けてゆく 爽快感に欠けてゆく You might also like[Instrumental Break]  [Outro] 金輪際 ここへ来ないで 喪失感に 満たされてゆくEmbed,Sadness
原宿五階秘密基地 (Harajuku 5th Floor Secret Base),くだらない１日,2 Contributors原宿五階秘密基地 (Harajuku 5th Floor Secret Base) Lyricsみんないつもどこへ消えていくの さよなら手を振る折れた枝今日は 一月突然だった 狼狽える僕や流れてゆく日々と 物憂げな全てが 溶けてゆくんだ頭の中で  僕への寒い言葉怖くてひどい感情 いつも誰かと居ても一人が怖くて仕方ないよ  同じような話や 同じような終わりや 同じような悲しさ 全てにもう疲れて飽きてきたんだ  なんかいつも責められてる気がするよ 僕が僕へかけた 寒い寒い寒い呪いの中 怖い怖い怖い人の中You might also likeEmbed,Fear
怪獣 (Kaiju),サカナクション,2 ContributorsTranslationsRomanization怪獣 (Kaiju) Lyrics[サカナクション「怪獣」歌詞]  [Lyrics from TV Size]  何度でも 何度でも叫ぶ この暗い夜の怪獣になっても ここに残しておきたいんだよ この秘密を  だんだん食べる 赤と青の星々 未来から過去を 順々に食べる 何十回も噛み潰し 溶けたなら飲もう  丘の上で星を見ると 感じるこの寂しさも 朝焼けで 手が染まる頃にはもう忘れてるんだ  この世界は好都合に未完成 だから知りたいんだ でも怪獣みたいに遠く遠く叫んでも また消えてしまうんだYou might also likeEmbed,Sadness
ナイロンの糸 (Nylon no Ito),サカナクション,2 Contributorsナイロンの糸 (Nylon no Ito) Lyrics[サカナクション「ナイロンの糸」歌詞]  このまま夜になっても 何かを食べて眠くなっても 今更　寂しくなっても ただ　今は思い出すだけ  このまま夜にかけて 多分　少し寒くなるから 厚着で隠す あの日のこと  君が消える 影が揺れる 甘えてもう一歩  風が消える 髪が揺れる 甘えてる様  どれだけ　忘れたくても どれだけ　君と話したくても あの頃　感じてたこと ただ　今は思い出すだけ  縒れてた古い糸を 静かに手で巻き取る様に いつかはわかる あの海のこと You might also like君が消える 影が揺れる 甘えてもう一歩  波が消える 風は知ってる 甘えてる様  この海に居たい　この海に居たい この海に帰った二人は幼気に  この海に居たい この海に帰った振りしてもいいだろう1Embed,Anticipation
新宝島 (Shin Takarajima),サカナクション,2 ContributorsTranslationsRomanization新宝島 (Shin Takarajima) Lyrics[サカナクション「新宝島」歌詞]  次と　その次と　その次と線を引き続けた 次の目的地を描くんだ 宝島  このまま君を連れて行くと 丁寧に描くと 揺れたり震えたりした線で 丁寧に描く と決めていたよ  次も　その次も　その次もまだ目的地じゃない 夢の景色を探すんだ 宝島  このまま君を連れて行くと 丁寧に歌うと 揺れたり震えたりしたって 丁寧に歌う と決めてたけど  このまま君を連れて行くよ 丁寧に描くよ 揺れたり震えたりしたって 丁寧に歌うよ You might also likeそれでも君を連れて行くよ 揺れたり震えたりした線で 描くよ 君の歌をEmbed,Anticipation
忘れられないの (Wasurerarenaino),サカナクション,1 Contributor忘れられないの (Wasurerarenaino) Lyrics[サカナクション「忘れられないの」歌詞]  忘れられないの  春風で揺れる花 手を振る君に見えた  新しい街の この淋しさ いつかは 思い出になるはずさ  素晴らしい日々よ  噛み続けてたガムを 夜になって吐き捨てた  つまらない日々も 長い夜も いつかは 思い出になるはずさ  ずっと ずっと 隠してたけど You might also likeずっと昔の 僕の答えをまた用意して  夢みたいなこの日を 千年に一回ぐらいの日を 永遠にしたいこの日々を そう今も想ってるよ  ずっと ずっと この言葉を  ずっと昔の 僕の答えを今用意して  夢みたいなこの日を 千年に一回ぐらいの日を 永遠にしたいこの日々を そう今も想ってるよ  夢みたいな夜の方 千年に一回ぐらいの月を 永遠にしたいこの夜を そう今も想ってるよEmbed,Anticipation
